population,generations_ago,Ne
Africa,31805.5201533292,8367.53686123828
Africa,32100.10895543168,8372.179490350589
Africa,32397.426295281955,8389.101184913445
Africa,32697.49744511768,8405.51259815138
Africa,33000.34791125289,8431.364944342158
Africa,33306.00343624588,8443.596979741804
Africa,33614.490001087615,8472.2126424239
Africa,33925.833827409915,8490.975921026842
Africa,34240.06137971426,8544.277950125992
Africa,34557.199367621426,8609.50136281779
Africa,34877.274748141775,8641.404184821335
Africa,35200.314727966754,8695.20707729429
Africa,35526.346765781396,8748.90031626218
Africa,35855.39857459817,8813.526323545666
Africa,36187.49812411284,8884.593345432537
Africa,36522.673643081755,8914.879431410127
Africa,36860.95362172154,8966.06890311285
Africa,37202.36681413066,8995.806088815085
Africa,37546.94224073337,9016.008917758414
Africa,37894.70919074672,9046.21181067457
Africa,38245.69722466999,9064.515684167804
Africa,38599.93617679763,9094.767772568775
Africa,38957.45615775501,9119.00337337015
Africa,39318.2875570577,9153.91812674413
Africa,39682.46104569486,9221.215226744673
Africa,40050.00757873611,9259.7176894347
Africa,40420.95839796302,9271.014753662164
Africa,40795.345034524486,9282.698209630918
Africa,41173.199311616794,9360.14974976527
Africa,41554.5533471888,9432.984418818603
Africa,41939.43955667186,9451.335799880952
Africa,42327.89065573544,9522.615408737243
Africa,42719.939663067766,9679.904854915572
Africa,43115.61990318228,9739.889711654392
Africa,43514.96500925054,9771.221427778466
Africa,43918.00892596086,9857.163921370942
Africa,44324.78591240392,9942.085598346035
Africa,44735.33054498463,10029.393178206645
Africa,45149.67772036102,10085.207775989811
Africa,45567.86265841069,10217.282319602402
Africa,45989.92090522438,10341.421086042134
Africa,46415.888336127726,10469.323327700373
Africa,46845.80115873045,10611.490712373408
Africa,47279.695916003904,10667.671905677173
Africa,47717.609489387505,10707.749124229056
Africa,48159.57910192351,10782.107933563198
Africa,48605.64232142129,10933.836870902673
Africa,49055.837063650455,11074.567565033489
Africa,49510.201595563514,11123.947961925003
Africa,49968.77453854889,11481.6804332955
Africa,50431.59487171359,11579.80123430738
Africa,50898.70193519675,11699.750429540114
Africa,51370.13543351339,11750.01682606594
Africa,51845.93543892913,11786.02341311541
Africa,52326.14239486667,11973.358940868193
Africa,52810.79711934331,12037.126601983982
Africa,53299.94080844082,12145.65287122198
Africa,53793.61503980697,12199.94391686612
Africa,54291.86177618943,12273.261791460176
Africa,54794.72336900293,12364.31091463248
Africa,55302.242561929,12492.067091884348
Africa,55814.46249454955,12641.183714752178
Africa,56331.42670601352,12826.005632051245
Africa,56853.179138737534,12966.41131092365
Africa,57379.764142141394,13050.005174051148
Africa,57911.226476417585,13219.300518423332
