population,generations_ago,Ne
America,7077.010661181889,10987.213020608951
America,7142.559285543126,10983.51956667965
America,7208.715033782135,10973.61523617633
America,7275.483529196233,10927.961533676382
America,7342.870447166758,10904.76478328876
America,7410.881515641569,10871.34899911136
America,7479.522515621821,10795.987039206346
America,7548.799281653432,10762.116986654131
America,7618.717702322999,10744.531034296251
America,7689.283720758305,10708.32493513633
America,7760.503335133571,10654.299918296656
America,7832.382599179196,10622.366626827898
America,7904.92762269642,10534.14309616653
America,7978.144572076629,10504.791277427754
America,8052.039670825469,10484.084505687486
America,8126.6192000919455,10402.453228122678
America,8201.889499202203,10376.550643392236
America,8277.856966198473,10335.594280780197
America,8354.528058382872,10259.54814282915
America,8431.90929286625,10223.53541805984
America,8510.007247122247,10173.525738487744
America,8588.82855954625,10102.01459916906
America,8668.379930019773,10050.583724100788
America,8748.668120479913,9984.782130161915
America,8829.699955494083,9945.085150476236
America,8911.482322840202,9894.190664410284
America,8994.022174092044,9837.200134575382
America,9077.326525210225,9793.56613504562
America,9161.402457138522,9754.590724437743
America,9246.257116405734,9723.69852622412
America,9331.89771573324,9710.971270876516
America,9418.33153464795,9664.567034413276
America,9505.565920101191,9641.075585877836
America,9593.608287093146,9590.376830132362
America,9682.466119303124,9543.015468142605
America,9772.146969725723,9487.39295006992
America,9862.65846131282,9449.797400549793
America,9954.008287621518,9441.702125959324
America,10046.204213468132,9410.604383404065
America,10139.254075588144,9383.039332759456
America,10233.16578330245,9329.423101335262
America,10327.947319189523,9296.351990359388
America,10423.60673976401,9265.868982120468
America,10520.152176161591,9207.546209988142
America,10617.591834829993,9159.973361639137
America,10715.933998226712,9144.976405275063
America,10815.187025522891,9090.835953539414
America,10915.35935331391,9065.242650702465
America,11016.459496336567,9007.313376991282
America,11118.4960481927,8935.97709720267
America,11221.477682079802,8804.684758721149
America,11325.413151528126,8766.234681396836
America,11430.311291144786,8757.125464947398
America,11536.181017364785,8691.892812136735
America,11643.031329208756,8644.270730097465
America,11750.871309048076,8597.848077395665
America,11859.710123376706,8575.282191827559
America,11969.557023590429,8561.341980944144
America,12080.42134677329,8532.584713935586
America,12192.312516491094,8527.802868714578
America,12305.240043592616,8497.71310413256
America,12419.213527017846,8452.30459931775
America,12534.242654613994,8415.277086063874
America,12650.337203959038,8367.769687959244
America,12767.507043192643,8335.475042212829
America,12885.76213185518,8289.045011109014
America,13005.1125217341,8258.523779316478
America,13125.568357718428,8207.975104529844
America,13247.139878661175,8198.597148850205
America,13369.837418249452,8155.848071328962
America,13493.671405883064,8127.819469105008
America,13618.652367560828,8124.727416855769
America,13744.790926775366,8111.27980983622
America,13872.09780541621,8107.369416813512
America,14000.583824680962,8082.579997883848
America,14130.259905995335,8022.115841912389
America,14261.137071941295,7954.61819580296
America,14393.226447194063,7936.425130829097
America,14526.539259467812,7918.4705001807615
America,14661.08684046983,7874.993426998756
America,14796.880626863964,7819.304930048851
America,14933.932161242534,7773.279716436447
America,15072.253093107554,7754.729874132868
America,15211.855179861048,7733.600913875047
America,15352.75028780421,7722.816594022337
America,15494.950393146317,7704.259217267651
America,15638.46758302248,7694.671060254228
America,15783.314056521198,7686.950829280591
America,15929.50212572123,7648.701633358989
America,16077.04421673822,7641.1043179063
America,16225.952870780871,7627.937494091961
America,16376.24074521689,7608.072260403896
America,16527.920614648974,7602.341193504739
America,16681.005372000593,7589.713106900213
America,16835.508029612007,7580.66850519424
America,16991.441720346258,7566.713787744091
America,17148.819698705407,7562.5465201760835
America,17307.655341957277,7560.885540153479
America,17467.962151272455,7557.115031392916
America,17629.75375287204,7551.619156738914
America,17793.043899185774,7548.565293388294
America,17957.84647002097,7547.80855651984
America,18124.17547374239,7547.561682332145
America,18292.045048462936,7547.561682332145
America,18461.469463245456,7538.127772799242
America,18632.4631193156,7536.502293316513
America,18805.04055128583,7532.742266682167
America,18979.216428391035,7523.142291661605
America,19155.00555573528,7518.571293548503
America,19332.422875550434,7518.571293548503
America,19511.48346846616,7516.47029337719
America,19692.202554791736,7511.481512102506
America,19874.59549580986,7511.481512102506
America,20058.677795082334,7511.481512102506
America,20244.46509976802,7511.481512102506
America,20431.973201952704,7508.93278364934
America,20621.218039991447,7508.93278364934
America,20812.215699863413,7508.93278364934
America,21004.98241653915,7508.93278364934
America,21199.53457536069,7508.93278364934
America,21395.888713434215,7508.93278364934
America,21594.061521035677,7508.93278364934
America,21794.06984302958,7508.93278364934
America,21995.93068030075,7508.93278364934
America,22199.661191199524,7511.481512102506
America,22405.278693000186,7511.481512102506
America,22612.800663372796,7516.47029337719
America,22822.24474186901,7514.562462979171
America,23033.62873142131,7518.571293548503
America,23246.970599856453,7516.47029337719
America,23462.288481422624,7518.571293548503
America,23679.600678330786,7518.571293548503
America,23898.92566231053,7523.142291661605
America,24120.28207618007,7532.984445784573
America,24343.68873543108,7532.984445784573
America,24569.1646298279,7539.369909559657
America,24796.7289250216,7543.499920815937
America,25026.400964179214,7547.561682332145
America,25258.200269627847,7548.294922208388
America,25492.14654451421,7548.565293388294
America,25728.259674479323,7551.582243740289
America,25966.559729348723,7551.582243740289
America,26207.066964838552,7563.690795016653
America,26449.8018242772,7565.577675884315
America,26694.78494034318,7570.833372894516
America,26942.03713681882,7578.790486493112
America,27191.57943036019,7583.339844054606
America,27443.433032283683,7586.048902081789
America,27697.61935036891,7597.317265749426
America,27954.159990678538,7605.414120136151
America,28213.076759394706,7608.247188529573
America,28474.391664672476,7629.7860300961875
America,28738.126918510698,7629.7860300961875
America,29004.30493863991,7636.676383495201
America,29272.94835042813,7645.13852390186
America,29544.0799888038,7663.137706768893
America,29817.722900196735,7663.137706768893
America,30093.90034449724,7679.611597839637
America,30372.635797033116,7703.947550393337
America,30653.952950565235,7707.243842257378
America,30937.87571730137,7719.559801843285
America,31224.428230928577,7744.715638941319
America,31513.634848664824,7768.147806108994
America,31805.5201533292,7814.503977791779
America,32100.10895543168,7830.740550901814
America,32397.426295281955,7863.186075233794
America,32697.49744511768,7890.785885834965
America,33000.34791125289,7915.610452220659
America,33306.00343624588,7925.974166959158
America,33614.490001087615,7958.58346964284
America,33925.833827409915,7995.856537312216
America,34240.06137971426,8021.83921397365
America,34557.199367621426,8068.1402059060765
America,34877.274748141775,8115.824041596756
America,35200.314727966754,8154.050085396896
America,35526.346765781396,8178.110563587914
America,35855.39857459817,8251.587249136748
America,36187.49812411284,8288.433636047874
America,36522.673643081755,8317.44124030704
America,36860.95362172154,8360.006475974964
America,37202.36681413066,8430.953867345048
America,37546.94224073337,8449.80198958815
America,37894.70919074672,8549.040051776312
America,38245.69722466999,8666.52488598767
America,38599.93617679763,8788.0304876513
America,38957.45615775501,8829.370769540797
America,39318.2875570577,8855.10333725955
America,39682.46104569486,8877.763838447834
America,40050.00757873611,9014.201645125864
America,40420.95839796302,9083.672602466391
America,40795.345034524486,9122.746733989276
America,41173.199311616794,9166.020543158143
America,41554.5533471888,9170.322350543272
America,41939.43955667186,9178.523722667436
America,42327.89065573544,9286.98954085178
America,42719.939663067766,9361.667300470735
America,43115.61990318228,9429.878956543667
America,43514.96500925054,9501.498786834429
America,43918.00892596086,9625.695937629764
America,44324.78591240392,9691.041705999887
America,44735.33054498463,9792.08802535122
America,45149.67772036102,9840.179579697906
America,45567.86265841069,9976.444842228906
America,45989.92090522438,10124.728641611657
America,46415.888336127726,10233.64707315026
America,46845.80115873045,10282.841458262745
America,47279.695916003904,10403.856260718028
America,47717.609489387505,10490.62905983787
America,48159.57910192351,10569.980468128062
America,48605.64232142129,10657.333873423944
America,49055.837063650455,10709.76462153019
America,49510.201595563514,10839.000429988031
America,49968.77453854889,10950.220481312856
America,50431.59487171359,10980.808875360564
America,50898.70193519675,11033.077008801807
America,51370.13543351339,11050.911103368058
America,51845.93543892913,11197.24814238297
America,52326.14239486667,11226.92280703867
America,52810.79711934331,11270.78653979854
America,53299.94080844082,11415.542386290266
America,53793.61503980697,11447.767922610128
America,54291.86177618943,11545.527167631357
America,54794.72336900293,11684.520613940167
America,55302.242561929,11813.540792227035
America,55814.46249454955,11927.703264657535
America,56331.42670601352,12015.997508452523
America,56853.179138737534,12099.372281849312
America,57379.764142141394,12142.67555757975
America,57911.226476417585,12234.149180193486
America,58447.61131633625,12339.773288298184
America,58988.96425508493,12402.921181835
America,59535.3313081437,12506.367847533273
America,60086.75891719693,12691.705558090203
America,60643.29395408062,12805.081773129968
America,61204.983724766906,12899.03717908717
America,61771.875973384886,12949.846755669078
America,62344.01888627864,13042.521241869816
America,62921.46109610351,13179.878194757262
America,63504.25168595962,13235.411240725258
America,64092.440193564435,13360.130839382127
America,64686.07661546321,13531.494815377837
America,65285.21141127847,13619.852990471229
America,65889.89550799956,13742.714418437274
America,66500.18030431119,13787.573324378283
America,67116.11767496273,13891.099959433976
America,67737.75997517745,14048.773850505351
America,68365.16004510238,14273.07967169498
America,68998.37121430025,14363.610030011145
America,69637.44730628222,14412.8398091333
America,70282.44264308338,14514.577550620452
America,70933.41204987989,14582.794606493611
America,71590.41085964888,14887.674530299417
America,72253.49491787222,15090.07795736764
America,72922.72058728313,15302.40847412026
America,73598.14475265756,15413.835307558538
America,74279.8248256491,15465.156054817944
America,74967.81874966876,15582.327309359618
America,75662.18500481063,15720.1683726437
America,76362.98261282242,15834.018256648382
America,77070.27114212287,15996.780411315194
America,77784.11071286481,16313.095326744962
America,78504.56200204509,16431.240856185213
America,79231.68624866262,16510.805002908335
America,79965.54525892346,16625.11829328369
America,80706.20141149491,16905.957551734202
America,81453.71766280736,16988.647900769123
America,82208.1575524054,17283.223114130218
America,82969.58520834915,17401.724714781187
America,83738.0653526649,17573.520279371507
America,84513.66330684704,17626.874912046624
America,85296.44499741016,17705.0140254083
America,86086.47696149244,17736.086710906096
America,86883.82635251193,17873.130573072536
America,87688.56094587427,17989.950931080595
America,88500.7491447344,18130.85867621903
America,89320.45998580959,18267.66829457247
America,90147.76314524918,18332.450364827524
America,90982.72894455568,18385.598385545833
America,91825.4283565628,18479.60276933197
America,92675.93301146883,18581.801910979982
America,93534.31520292375,18620.191292113
America,94400.64789417604,18703.644508760684
America,95275.004724273,18786.14779446955
America,96157.46001432095,18822.755830654132
America,97048.08877380306,18869.19076341246
America,97946.96670695386,18914.023096338904
America,98854.17021919572,18940.978857865262
America,99769.77642363212,18988.456752003916
America,100693.86314760272,19087.859751346965
America,101626.50893929951,19109.998295118043
America,102567.79307444207,19134.156505546653
America,103517.79556301764,19180.00401175452
America,104476.59715608052,19204.710532145993
America,105444.27935261684,19232.256103384258
America,106420.92440647246,19274.909006115515
America,107406.61533334324,19310.763335666925
America,108401.43591783308,19329.86634032975
America,109405.47072057436,19369.533235845236
America,110418.80508541602,19409.534445066653
America,111441.52514667882,19446.330440409496
America,112473.71783647509,19454.24364445973
America,113515.4708920999,19484.57690152829
America,114566.87286348728,19519.857170437033
America,115628.01312073754,19587.33589551413
America,116698.98186171474,19665.867109538816
America,117779.8701197118,19692.56868859339
America,118870.76977119032,19752.26243141127
America,119971.77354358856,19813.123329515012
America,121082.97502320394,19860.926024748587
America,122204.46866314886,19892.07126424652
America,123336.34979137748,19970.992862476887
America,124478.71461879062,19971.914845210573
America,125631.66024741216,19979.694658762015
America,126795.2846786434,20024.32680510578
America,127969.68682159416,20049.135274357668
America,129154.96650148826,20111.278699405942
America,130351.22446815087,20156.661805374955
America,131558.56240457052,20182.55581338762
America,132777.08293554292,20209.822399798944
America,134006.88963639506,20258.302253220736
America,135248.0870417874,20314.869418136543
America,136500.78065460137,20333.404777255688
America,137765.0769549055,20364.516742085107
America,139041.08340900697,20400.427657205757
America,140328.9084785873,20403.56724981628
America,141628.66162991972,20412.429120028923
America,142940.4533431761,20458.88159415203
America,144264.39512181588,20507.971403597672
America,145600.59950206484,20655.90549282348
America,146949.18006248173,20665.07396337018
America,148310.25143361028,20708.776928341784
America,149683.92930772554,20741.15624211644
America,151070.33044866557,20778.198791668397
America,152469.5727017573,20811.579765691255
America,153881.77500383463,20882.77077555397
America,155307.05739334584,20972.063411105693
America,156745.5410205595,21055.761400696163
America,158197.3481578601,21064.185041573543
America,159662.6022101425,21092.92227767942
America,161141.427725302,21142.653518233037
America,162633.95040481907,21264.996270689753
America,164140.29711444664,21288.284140164615
America,165660.5958949915,21372.867661090317
America,167194.97597319918,21435.02853173369
America,168743.56777273756,21600.4940701281
America,170306.5029252843,21615.690969234187
America,171883.91428171456,21701.56062315146
America,173475.93592339326,21791.0189974932
America,175082.7031735727,21908.5199961005
America,176704.35260889467,21937.25320440918
America,178341.02207100065,22083.614355345613
America,179992.85067824763,22147.916134608524
America,181659.9788375329,22235.62716565621
America,183342.5482562293,22478.475010927057
America,185040.7019542302,22581.923882546515
America,186754.5842761074,22681.44214969266
America,188484.34090337955,22763.142991089306
America,190230.11886689457,22852.342780130115
America,191992.06655932867,22997.10325493331
America,193770.3337477989,23046.614486779035
America,195565.0715865947,23298.50412664232
America,197376.43263002555,23355.257183380643
America,199204.57084538712,23394.334433334436
America,201049.6416260501,23652.71111197195
America,202911.8018046678,23692.7942848022
America,204791.2096665083,23852.803421925197
America,206688.0249629082,23982.5487455061
America,208602.4089248505,24075.139330792947
America,210534.52427667085,24323.250297194205
America,212484.5352498883,24675.41022884611
America,214452.60759716653,24798.526576245713
America,216438.908606402,24911.44476870364
America,218443.60711494283,25254.53668754606
America,220466.8735239412,25704.00078657748
America,222508.87981283697,25924.61203338002
America,224569.7995539772,26554.29624600011
America,226649.8079273693,27383.25561965821
America,228749.0817355704,27651.049100901226
America,230867.7994187172,28031.91353285494
America,233006.14106969247,28107.093345385532
America,235164.28844943465,28854.647985602453
America,237342.42500238665,29140.111076835157
America,239540.7358720879,29890.790100730403
America,241759.40791691333,30144.941938811822
America,243998.62972595505,30239.16024066394
America,246258.5916350544,30293.075959227717
America,248539.48574297983,30730.98693366144
America,250841.50592775413,31027.71966188381
America,253164.8478631358,31494.721123900523
America,255509.7090352507,31713.05508981241
America,257876.28875937985,32030.620450429815
America,260264.78819690045,32287.883418359517
America,262675.41037238383,33131.33433144865
America,265108.3601908542,33283.21075200833
America,267563.84445520455,33581.32448551219
America,270042.071883777,34554.63527363603
America,272543.2531281028,35258.98097400939
America,275067.60079080675,35559.78319285766
America,277615.32944368036,35691.76454614334
America,280186.65564591956,35826.52052941384
America,282781.79796253383,36205.931767994465
America,285400.97698292375,37069.777317764834
America,288044.4153396298,37554.95525375735
America,290712.3377272581,37994.8395224591
America,293404.9709215787,38488.80812855698
America,296122.5437988031,38852.61568182368
America,298865.2873550383,39301.30436008383
America,301633.43472591974,39498.556984924086
America,304427.2212064306,39599.952542734536
America,307246.88427090034,40117.28935389231
America,310092.66359319235,40710.32849966655
America,312964.80106707505,42058.73183871024
America,315863.5408267819,42668.59682313196
America,318789.1292677649,42950.8540314836
America,321741.81506763713,43245.44618219801
America,324721.84920731257,43581.56299270247
America,327729.4849923382,43581.56299270247
America,330764.97807442426,43676.014458087506
America,333828.58647317643,44050.093054608195
America,336920.5705980267,45079.56594546071
America,340041.19327037025,45836.56350557458
America,343190.71974590427,46166.98852869499
America,346369.41773717344,46345.89700125421
America,349577.55743632786,46501.86429716754
America,352815.4115380883,46820.98670227951
America,356083.25526292744,47124.30489798337
America,359381.36638046254,49218.09486751264
America,362710.0252330648,49498.512737743426
America,366069.5147596906,49682.1605813262
America,369460.12051993026,50975.3721625099
America,372882.130718283,50975.3721625099
America,376335.83622865326,51733.71251870072
America,379821.5306190736,52570.32541870758
America,383339.51017666055,53156.96049378891
America,386890.07393279753,53156.96049378891
America,390473.5236885556,53668.910885613586
America,394090.1640403448,54380.39289174719
America,397740.3024058037,55032.99870275654
America,401424.2490499326,56231.29352334836
America,405142.31711146474,56431.88537563366
America,408894.8226294856,56654.89417607081
America,412682.0845702952,56654.89417607081
America,416504.4248545185,57216.60328604665
America,420362.1683844718,57349.43605247632
America,424255.6430717777,57349.43605247632
America,428185.17986524064,57349.43605247632
America,432151.1127789762,57349.43605247632
America,436153.77892080054,60021.65333207819
America,440193.5185208879,60021.65333207819
America,444270.6749606883,61347.49449618423
America,448385.59480211814,62851.888315919605
America,452538.6278170167,63054.65041691224
America,456730.1270168746,63054.65041691224
America,460960.4486828438,63171.246203480376
America,465229.9523960189,63171.246203480376
America,469539.00106800534,63406.01674940581
America,473887.9609717651,64468.422320734535
America,478277.20177274855,65557.15089185834
America,482707.0965603188,66120.030731377
America,487178.0218794631,66120.030731377
America,491690.3577628021,66587.75299111988
America,496244.48776289134,67148.18255112992
America,500840.7989848213,67711.29126762503
America,505479.68211912457,67711.29126762503
America,510161.5314749834,69008.10377152008
America,514886.7450137487,69008.10377152008
America,519655.7243827657,69008.10377152008
America,524468.8749495118,69008.10377152008
America,529326.6058360566,69008.10377152008
America,534229.3299538352,69008.10377152008
America,539177.4640387495,69494.77335963194
America,544171.4286865888,70024.13238733707
America,549211.6483887789,70869.58515917999
America,554298.5515684674,70869.58515917999
America,559432.5706169377,71670.33062906621
America,564614.141930366,71670.33062906621
America,569843.7059469136,71670.33062906621
America,575121.7071841614,72575.83817010776
America,580448.5942768984,72664.49152401225
America,585824.8200152536,72664.49152401225
America,591250.8413831869,72818.35852623069
America,596727.119597331,73828.89697880368
America,602254.1201461928,73828.89697880368
America,607832.3128297236,73828.89697880368
America,613462.1717992506,73828.89697880368
America,619144.1755977835,73828.89697880368
America,624878.8072006888,73828.89697880368
America,630666.5540567406,73878.17798311863
America,636507.9081295577,73878.17798311863
America,642403.365939419,73878.17798311863
America,648353.4286054714,73878.17798311863
America,654358.6018883229,73878.17798311863
America,660419.3962330305,74206.5553872464
America,666536.326812492,74206.5553872464
America,672709.9135712336,74206.5553872464
America,678940.6812696098,74206.5553872464
America,685229.1595284058,74206.5553872464
America,691575.8828738525,74206.5553872464
America,697981.3907830667,74206.5553872464
America,704446.2277299037,74206.5553872464
America,710970.9432312424,74206.5553872464
America,717556.0918936922,74206.5553872464
America,724202.2334607316,74206.5553872464
America,730909.9328602918,74206.5553872464
America,737679.7602527731,74206.5553872464
America,744512.2910795128,74206.5553872464
America,751408.1061116962,74206.5553872464
America,758367.791499719,74206.5553872464
America,765391.9388230155,74206.5553872464
America,772481.14514034,74206.5553872464
America,779636.0130405221,74206.5553872464
America,786857.1506936844,74206.5553872464
America,794145.171902934,74206.5553872464
America,801500.6961565414,74206.5553872464
America,808924.3486805938,74206.5553872464
America,816416.7604921455,74615.09554942753
America,823978.5684528511,74615.09554942753
America,831610.4153230962,74615.09554942753
America,839312.9498166373,74615.09554942753
America,847086.8266557403,74615.09554942753
America,854932.7066268367,74615.09554942753
America,862851.2566366887,74615.09554942753
America,870843.1497690724,74615.09554942753
America,878909.0653419964,74615.09554942753
America,887049.6889654403,74615.09554942753
America,895265.7125996383,74615.09554942753
America,903557.834613892,74615.09554942753
America,911926.7598459298,74615.09554942753
America,920373.199661823,74615.09554942753
America,928897.8720164498,74615.09554942753
America,937501.501514529,74615.09554942753
America,946184.8194721992,74615.09554942753
America,954948.5639791966,74615.09554942753
America,963793.4799615795,74615.09554942753
America,972720.3192450536,74615.09554942753
America,981729.840618884,74615.09554942753
America,990822.8099003788,74615.09554942753
America,1000000.0,74615.09554942753
Ancient,1824.1379310344828,337.6319837250709
Ancient,1825.0641501331877,340.7948959843716
Ancient,1825.9989480500803,342.52320847995986
Ancient,1826.9424042438136,344.6838164264461
Ancient,1827.8945989090016,345.74414817723687
Ancient,1828.855612983035,343.0343928745018
Ancient,1829.8255281529632,345.74414817723687
Ancient,1830.804426862437,347.74126186754245
Ancient,1831.7923923187143,349.20604853027646
Ancient,1832.7895084997367,349.20604853027646
Ancient,1833.795860161264,353.0072847216762
Ancient,1834.81153284408,354.3783189828872
Ancient,1835.836612881265,354.3783189828872
Ancient,1836.8711874055316,355.54315224379366
Ancient,1837.915344356632,353.9759993268879
Ancient,1838.969172488834,354.49783273038304
Ancient,1840.032761378464,355.54315224379366
Ancient,1841.1062014315212,353.9759993268879
Ancient,1842.189583891363,358.90979339545106
Ancient,1843.2830008464605,360.9381576067996
Ancient,1844.386545238224,361.64316555722746
Ancient,1845.5003108689068,364.54136734209186
Ancient,1846.624392409576,362.13745673573055
Ancient,1847.7588854081596,363.5141094698191
Ancient,1848.9038862975697,363.5141094698191
Ancient,1850.0594924038976,364.54136734209186
Ancient,1851.225801954689,365.6252693709785
Ancient,1852.4029140872888,369.3801762980691
Ancient,1853.5909288572743,368.9813273574152
Ancient,1854.7899472469549,372.2258380088132
Ancient,1856.0000711739576,372.8057234098975
Ancient,1857.2214034998904,374.01611595472866
Ancient,1858.454048039084,375.75053502654407
Ancient,1859.6981095674196,376.98167589838
Ancient,1860.95369383123,378.6576086940922
Ancient,1862.220907556292,377.48659872494176
Ancient,1863.499858456897,382.24843200295095
Ancient,1864.7906552450063,384.7405326006776
Ancient,1866.0934076394929,385.0902488956503
Ancient,1867.4082263754656,387.607209736345
Ancient,1868.7352232136848,389.93500377499015
Ancient,1870.0745109500583,390.9593460856662
Ancient,1871.4262034252329,391.05684993464104
Ancient,1872.7904155342685,393.2999483198498
Ancient,1874.1672632364048,393.6383313112609
Ancient,1875.556863564918,394.4155469176326
Ancient,1876.9593346370696,395.0032630752732
Ancient,1878.3747956641455,398.86979273129685
Ancient,1879.803366961589,401.1426289809978
Ancient,1881.245169959228,405.8360294085859
Ancient,1882.7003272115965,406.9617689168781
Ancient,1884.1689624083529,406.9617689168781
Ancient,1885.651200384792,410.5835563530751
Ancient,1887.1471671324568,409.3196724055864
Ancient,1888.656989809849,414.7905101436297
Ancient,1890.1807967532357,416.8948198489687
Ancient,1891.7187174875592,421.24600583591246
Ancient,1893.2708827374477,423.78668707488
Ancient,1894.8374244383235,425.02893261457393
Ancient,1896.418475747622,426.8373648012354
Ancient,1898.014171056108,426.8373648012354
Ancient,1899.624645999298,427.59485182970855
Ancient,1901.2500374689916,427.59485182970855
Ancient,1902.8904836249064,431.6581291053597
Ancient,1904.5461239064211,433.1686240711133
Ancient,1906.217099044429,433.1686240711133
Ancient,1907.9035510733,438.5280191080569
Ancient,1909.6056233429529,442.2380884642295
Ancient,1911.3234605310408,442.9510257293521
Ancient,1913.0572086552495,443.73241699435823
Ancient,1914.807015085708,442.9510257293521
Ancient,1916.5730285575155,444.5380169029918
Ancient,1918.3553991833855,448.6569246569832
Ancient,1920.1542784664016,457.8818433834791
Ancient,1921.9698193128993,464.00226324138737
Ancient,1923.802176045462,467.61956196897705
Ancient,1925.6515044160387,467.61956196897705
Ancient,1927.517961619181,472.40076853947255
Ancient,1929.401706305408,476.21321615360864
Ancient,1931.3028985946896,477.80694393668455
Ancient,1933.2217000900575,478.91775151245986
Ancient,1935.1582738913423,486.20698086175
Ancient,1937.1127846090349,489.7842290032267
Ancient,1939.0853983782808,494.00877645614617
Ancient,1941.0762828730012,499.7386001239426
Ancient,1943.0856073201448,504.7540564402161
Ancient,1945.113542514073,508.2199962835225
Ancient,1947.1602608310768,517.3227938155455
Ancient,1949.225936244029,517.3227938155455
Ancient,1951.3107443371732,517.3227938155455
Ancient,1953.4148623210476,520.0685277502691
Ancient,1955.538469047548,526.1319669331945
Ancient,1957.6817450251308,526.9445102035565
Ancient,1959.8448724341556,530.5950272886084
Ancient,1962.028035142372,531.0894576144094
Ancient,1964.231418720548,536.8066551358489
Ancient,1966.4552104582428,539.3414361698094
Ancient,1968.6995993797275,540.8272099115289
Ancient,1970.964776260052,550.2783913390983
Ancient,1973.2509336412616,570.2166504476563
Ancient,1975.5582658487624,570.2166504476563
Ancient,1977.88696900784,577.088339762727
Ancient,1980.2372410603289,577.088339762727
Ancient,1982.6092817814392,581.7904153789136
Ancient,1985.0032927967377,583.7015332410217
Ancient,1987.4194775992848,589.1844445786718
Ancient,1989.8580415669337,603.3005025604348
Ancient,1992.3191919797844,605.9184730718152
Ancient,1994.803138037807,619.2332248277382
Ancient,1997.3100908786205,619.2332248277382
Ancient,1999.840263595441,626.8788181053837
Ancient,2002.393871255195,634.8236635343449
Ancient,2004.9711309168,638.0327275733728
Ancient,2007.5722616496137,644.1298586071941
Ancient,2010.197484552057,648.9374581007653
Ancient,2012.8470227704065,650.8891259119705
Ancient,2015.5211015177615,652.8185961086942
Ancient,2018.219948093189,659.649781932648
Ancient,2020.943791901043,666.8183957682925
Ancient,2023.692864470464,673.0141899097531
Ancient,2026.4673994750603,674.713636099021
Ancient,2029.26763275277,677.1908849070624
Ancient,2032.0938023259057,678.1397622903951
Ancient,2034.9461484213891,690.7925258861549
Ancient,2037.8249134911705,701.7724799165344
Ancient,2040.7303422328348,707.1550796970519
Ancient,2043.662681610404,708.9222411817893
Ancient,2046.622180875327,710.9730811080228
Ancient,2049.6090915876675,716.4709793284562
Ancient,2052.623667637487,720.7926694527501
Ancient,2055.666165266425,729.0793736436594
Ancient,2058.7368430894803,734.0478838096066
Ancient,2061.835962116992,742.3997995018368
Ancient,2064.963785776828,742.3997995018368
Ancient,2068.1205799367754,742.3997995018368
Ancient,2071.3066129271388,754.0284569606331
Ancient,2074.5221555635503,759.1590811637693
Ancient,2077.767481169987,764.9280173096827
Ancient,2081.042865602006,768.9589539334844
Ancient,2084.34858727019,771.5642961090291
Ancient,2087.684927163815,787.1598562949039
Ancient,2091.052168874732,793.7430765697419
Ancient,2094.4505986214754,802.3057046966567
Ancient,2097.8805052735893,809.8235313957591
Ancient,2101.3421803761826,809.8235313957591
Ancient,2104.835918174711,818.3288453752505
Ancient,2108.362015639989,821.3413230256872
Ancient,2111.920772493429,823.9451953534473
Ancient,2115.512491232522,846.6870049654776
Ancient,2119.137477156547,858.0453370968689
Ancient,2122.7960383925265,862.8848357936022
Ancient,2126.488485921412,866.9604434075322
Ancient,2130.2151336045195,867.5318046283503
Ancient,2133.976298210209,875.8652488110997
Ancient,2137.77229944081,879.5658353177992
Ancient,2141.603459959796,887.0897748490299
Ancient,2145.470105419212,895.0554092346438
Ancient,2149.372564487351,900.9508625257822
Ancient,2153.3111688766985,900.9508625257822
Ancient,2157.2862533721227,899.2024171019252
Ancient,2161.298155859333,907.64360982506
Ancient,2165.347217353602,911.6721847635852
Ancient,2169.4337820287483,910.657783953004
Ancient,2173.558197246397,916.0516111269468
Ancient,2177.7208135855017,922.960321568974
Ancient,2181.9219848721445,930.9603080156364
Ancient,2186.162068209614,938.0709057241908
Ancient,2190.441424008756,942.2293039834016
Ancient,2194.760416018611,949.4675247025954
Ancient,2199.119411357333,950.5672644303528
Ancient,2203.5187805433934,951.267606437754
Ancient,2207.9588975270785,951.267606437754
Ancient,2212.440139722271,959.3517106426436
Ancient,2216.962888038534,966.4517367385254
Ancient,2221.527526913489,968.5383066711672
Ancient,2226.134444345491,977.8028530433296
Ancient,2230.7840319266097,981.640220799577
Ancient,2235.4766848759155,983.7803616556972
Ancient,2240.212802073074,986.6709155877168
Ancient,2244.992786092249,988.7102138716278
Ancient,2249.817043236325,995.1650130848152
Ancient,2254.6859835714404,1001.0821811244872
Ancient,2259.6000209618433,1004.928829524996
Ancient,2264.5595731050744,1013.122903037686
Ancient,2269.5650615674663,1018.498585559024
Ancient,2274.6169118199796,1020.981463910287
Ancient,2279.7155532743704,1026.1608818256805
Ancient,2284.8614193196863,1025.3641859093586
Ancient,2290.0549473591072,1027.4962878766114
Ancient,2295.2965788471265,1030.017134131535
Ancient,2300.58675932707,1036.7714942497687
Ancient,2305.9259384689763,1038.0015425105337
Ancient,2311.3145701078083,1042.8050288581255
Ancient,2316.7531122820383,1045.9257923033056
Ancient,2322.242027272577,1044.6468604878517
Ancient,2327.7817816420693,1049.378536993082
Ancient,2333.372846274554,1043.5790337613969
Ancient,2339.015696415485,1054.068425954062
Ancient,2344.710811712133,1054.8692286821745
Ancient,2350.458676254352,1055.9438482564049
